0.73929539295392954
0.821680217,0.842818428,0.883468835,0.801084011,0.835230352,0.864498645,0.846612466,0.795663957,0.875338753,0.918157182,0.864498645,0.90298103,0.916531165,0.782655827,0.927913279,0.898102981,0.921409214,0.849322493,0.85799458,0.850406504,0.82601626,0.831436314,0.830894309,0.796205962,0.913279133,0.820596206,0.808130081,0.894308943,0.756097561,0.847696477,0.72899729,0.833604336,0.803252033,0.819512195,0.723577236,0.846070461,0.897560976,0.805420054,0.892682927,0.848238482,0.73495935,0.823306233,0.900271003,0.860704607,0.926287263,0.806504065,0.882926829,0.821138211,0.893766938,0.825474255,0.932791328,0.900813008,0.801084011,0.790243902,0.886178862,0.860704607,0.827100271,0.830894309,0.874796748,0.880758808,0.774525745,0.928455285,0.866124661,0.911111111,0.827642276,0.901355014,0.893224932,0.836856369,0.840650407,0.855826558,0.867750678,0.848238482,0.861788618,0.836856369,0.829810298,0.783197832,0.792411924,0.680758808,0.837940379,0.907317073,0.772899729,0.848780488,0.827642276,0.896476965,0.796205962,0.795663957,0.848238482,0.856910569,0.86504065,0.782113821,0.868834688,0.80704607,0.906775068,0.849322493,0.827642276,0.926287263,0.886178862,0.833062331
78.69918699,82.60162602,82.16802168,84.28184282,88.34688347,80.10840108,83.52303523,86.4498645,84.66124661,79.56639566,87.53387534,91.81571816,86.4498645,90.29810298,91.65311653,78.26558266,92.79132791,89.8102981,92.14092141,84.93224932,85.79945799,85.04065041,82.60162602,83.14363144,83.08943089,79.62059621,91.32791328,82.0596206,80.81300813,89.43089431,75.6097561,84.7696477,72.899729,83.3604336,80.32520325,81.95121951,72.35772358,84.60704607,89.75609756,80.54200542,89.26829268,84.82384824,73.49593496,82.33062331,90.02710027,86.0704607,92.62872629,80.6504065,88.29268293,82.11382114,89.37669377,82.54742547,93.27913279,90.08130081,80.10840108,79.02439024,88.61788618,86.0704607,82.7100271,83.08943089,87.4796748,88.07588076,77.45257453,92.84552846,86.61246612,91.11111111,82.76422764,90.13550136,89.32249322,83.68563686,84.06504065,85.58265583,86.77506775,84.82384824,86.17886179,83.68563686,82.98102981,78.3197832,79.24119241,68.07588076,83.79403794,90.73170732,77.2899729,84.87804878,82.76422764,89.64769648,79.62059621,79.56639566,84.82384824,85.69105691,86.50406504,78.21138211,86.88346883,80.70460705,90.67750678,84.93224932,82.76422764,92.62872629,88.61788618,83.30623306
